openrouter_id,display_name,is_active,description,context_length,input_price_usd_million,output_price_usd_million,is_multimodal,cost_band,is_free,supports_reasoning,supports_pdf,current_elo_score,created_at,updated_at,matched_lmsys_model,matched_elo_score,match_confidence,match_reasoning,lmsys_rank,lmsys_organization,has_elo_match
openai/gpt-4o-2024-11-20,OpenAI: GPT-4o (2024-11-20),YES,"The 2024-11-20 version of GPT-4o offers a leveled-up creative writing ability with more natural, engaging, and tailored writing to improve relevance & readability. It’s also better at working with uploaded files, providing deeper insights & more thorough responses.

GPT-4o (""o"" for ""omni"") is OpenAI's latest AI model, supporting both text and image inputs with text outputs. It maintains the intelligence level of [GPT-4 Turbo](/models/openai/gpt-4-turbo) while being twice as fast and 50% more cost-effective. GPT-4o also offers improved performance in processing non-English languages and enhanced visual capabilities.",128000,5.0,20.0,YES,$$$,NO,NO,YES,1405,2025-05-07 21:34:51.563806,2025-05-24 16:59:44.029964,,,,No confident match found,,,NO
openai/gpt-4o-mini,OpenAI: GPT-4o-mini,YES,"GPT-4o mini is OpenAI's newest model after [GPT-4 Omni](/models/openai/gpt-4o), supporting both text and image inputs with text outputs.

As their most advanced small model, it is many multiples more affordable than other recent frontier models, and more than 60% cheaper than [GPT-3.5 Turbo](/models/openai/gpt-3.5-turbo). It maintains SOTA intelligence, while being significantly more cost-effective.

GPT-4o mini achieves an 82% score on MMLU and presently ranks higher than GPT-4 on chat preferences [common leaderboards](https://arena.lmsys.org/).

Check out the [launch announcement](https://openai.com/index/gpt-4o-mini-advancing-cost-efficient-intelligence/) to learn more.

#multimodal",128000,0.3,1.2,YES,$$,NO,NO,YES,1405,2025-05-07 21:34:51.563806,2025-05-24 17:00:02.639179,GPT-4o-mini-2024-07-18,1269,95.69%,Exact variant match; Strong feature alignment; Same model family,47,OpenAI,YES
openai/gpt-4o-mini-2024-07-18,OpenAI: GPT-4o-mini (2024-07-18),YES,"GPT-4o mini is OpenAI's newest model after [GPT-4 Omni](/models/openai/gpt-4o), supporting both text and image inputs with text outputs.

As their most advanced small model, it is many multiples more affordable than other recent frontier models, and more than 60% cheaper than [GPT-3.5 Turbo](/models/openai/gpt-3.5-turbo). It maintains SOTA intelligence, while being significantly more cost-effective.

GPT-4o mini achieves an 82% score on MMLU and presently ranks higher than GPT-4 on chat preferences [common leaderboards](https://arena.lmsys.org/).

Check out the [launch announcement](https://openai.com/index/gpt-4o-mini-advancing-cost-efficient-intelligence/) to learn more.

#multimodal",128000,0.3,1.2,YES,$$,NO,NO,YES,1405,2025-05-07 21:34:51.563806,2025-05-24 17:00:03.030076,,,,No confident match found,,,NO
openai/gpt-4o-mini-search-preview,OpenAI: GPT-4o-mini Search Preview,YES,GPT-4o mini Search Preview is a specialized model for web search in Chat Completions. It is trained to understand and execute web search queries.,128000,0.3,1.2,NO,$$,NO,NO,NO,1405,2025-05-07 21:34:51.563806,2025-05-24 16:59:23.776437,,,,No confident match found,,,NO
openai/gpt-4o-search-preview,OpenAI: GPT-4o Search Preview,YES,GPT-4o Search Previewis a specialized model for web search in Chat Completions. It is trained to understand and execute web search queries.,128000,5.0,20.0,NO,$$$,NO,NO,NO,1405,2025-05-07 21:34:51.563806,2025-05-24 16:59:24.073656,,,,No confident match found,,,NO
openai/gpt-4o:extended,OpenAI: GPT-4o (extended),YES,"GPT-4o (""o"" for ""omni"") is OpenAI's latest AI model, supporting both text and image inputs with text outputs. It maintains the intelligence level of [GPT-4 Turbo](/models/openai/gpt-4-turbo) while being twice as fast and 50% more cost-effective. GPT-4o also offers improved performance in processing non-English languages and enhanced visual capabilities.

For benchmarking against other models, it was briefly called [""im-also-a-good-gpt2-chatbot""](https://twitter.com/LiamFedus/status/1790064963966370209)

#multimodal",128000,12.0,36.0,YES,$$$,NO,NO,YES,1405,2025-05-07 21:34:51.563806,2025-05-24 17:00:10.030060,,,,No confident match found,,,NO
openai/o1,OpenAI: o1,YES,"The latest and strongest model family from OpenAI, o1 is designed to spend more time thinking before responding. The o1 model series is trained with large-scale reinforcement learning to reason using chain of thought. 

The o1 models are optimized for math, science, programming, and other STEM-related tasks. They consistently exhibit PhD-level accuracy on benchmarks in physics, chemistry, and biology. Learn more in the [launch announcement](https://openai.com/o1).
",200000,30.0,120.0,YES,$$$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:40.729827,,,,No confident match found,,,NO
openai/o1-mini,OpenAI: o1-mini,YES,"The latest and strongest model family from OpenAI, o1 is designed to spend more time thinking before responding.

The o1 models are optimized for math, science, programming, and other STEM-related tasks. They consistently exhibit PhD-level accuracy on benchmarks in physics, chemistry, and biology. Learn more in the [launch announcement](https://openai.com/o1).

Note: This model is currently experimental and not suitable for production use-cases, and may be heavily rate-limited.",128000,2.2,8.8,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:55.329968,o3-mini-high,1321,73.0%,Exact variant match; Same model family,20,OpenAI,YES
openai/o1-mini-2024-09-12,OpenAI: o1-mini (2024-09-12),YES,"The latest and strongest model family from OpenAI, o1 is designed to spend more time thinking before responding.

The o1 models are optimized for math, science, programming, and other STEM-related tasks. They consistently exhibit PhD-level accuracy on benchmarks in physics, chemistry, and biology. Learn more in the [launch announcement](https://openai.com/o1).

Note: This model is currently experimental and not suitable for production use-cases, and may be heavily rate-limited.",128000,2.2,8.8,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:55.573510,o4-mini-2025-04-16,1343,76.57%,Exact variant match; Same model family,10,OpenAI,YES
openai/o1-preview,OpenAI: o1-preview,YES,"The latest and strongest model family from OpenAI, o1 is designed to spend more time thinking before responding.

The o1 models are optimized for math, science, programming, and other STEM-related tasks. They consistently exhibit PhD-level accuracy on benchmarks in physics, chemistry, and biology. Learn more in the [launch announcement](https://openai.com/o1).

Note: This model is currently experimental and not suitable for production use-cases, and may be heavily rate-limited.",128000,30.0,120.0,NO,$$$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:54.829828,o1-preview,1331,88.0%,Exact variant match; High string similarity; Same model family,14,OpenAI,YES
openai/o1-preview-2024-09-12,OpenAI: o1-preview (2024-09-12),YES,"The latest and strongest model family from OpenAI, o1 is designed to spend more time thinking before responding.

The o1 models are optimized for math, science, programming, and other STEM-related tasks. They consistently exhibit PhD-level accuracy on benchmarks in physics, chemistry, and biology. Learn more in the [launch announcement](https://openai.com/o1).

Note: This model is currently experimental and not suitable for production use-cases, and may be heavily rate-limited.",128000,30.0,120.0,NO,$$$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:55.129850,,,,No confident match found,,,NO
openai/o1-pro,OpenAI: o1-pro,YES,The o1 series of models are trained with reinforcement learning to think before they answer and perform complex reasoning. The o1-pro model uses more compute to think harder and provide consistently better answers.,200000,300.0,1200.0,YES,$$$$,NO,YES,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:20.829965,,,,No confident match found,,,NO
openai/o3,OpenAI: o3,YES,"o3 is a well-rounded and powerful model across domains. It sets a new standard for math, science, coding, and visual reasoning tasks. It also excels at technical writing and instruction-following. Use it to think through multi-step problems that involve analysis across text, code, and images. Note that BYOK is required for this model. Set up here: https://openrouter.ai/settings/integrations",200000,20.0,80.0,YES,$$$,NO,NO,YES,,2025-05-07 21:34:51.563806,2025-05-24 16:59:12.629774,,,,No confident match found,,,NO
openai/o3-mini,OpenAI: o3 Mini,YES,"OpenAI o3-mini is a cost-efficient language model optimized for STEM reasoning tasks, particularly excelling in science, mathematics, and coding.

This model supports the `reasoning_effort` parameter, which can be set to ""high"", ""medium"", or ""low"" to control the thinking time of the model. The default is ""medium"". OpenRouter also offers the model slug `openai/o3-mini-high` to default the parameter to ""high"".

The model features three adjustable reasoning effort levels and supports key developer capabilities including function calling, structured outputs, and streaming, though it does not include vision processing capabilities.

The model demonstrates significant improvements over its predecessor, with expert testers preferring its responses 56% of the time and noting a 39% reduction in major errors on complex questions. With medium reasoning effort settings, o3-mini matches the performance of the larger o1 model on challenging reasoning evaluations like AIME and GPQA, while maintaining lower latency and cost.",200000,2.2,8.8,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:33.572581,,,,No confident match found,,,NO
openai/o3-mini-high,OpenAI: o3 Mini High,YES,"OpenAI o3-mini-high is the same model as [o3-mini](/openai/o3-mini) with reasoning_effort set to high. 

o3-mini is a cost-efficient language model optimized for STEM reasoning tasks, particularly excelling in science, mathematics, and coding. The model features three adjustable reasoning effort levels and supports key developer capabilities including function calling, structured outputs, and streaming, though it does not include vision processing capabilities.

The model demonstrates significant improvements over its predecessor, with expert testers preferring its responses 56% of the time and noting a 39% reduction in major errors on complex questions. With medium reasoning effort settings, o3-mini matches the performance of the larger o1 model on challenging reasoning evaluations like AIME and GPQA, while maintaining lower latency and cost.",200000,2.2,8.8,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:30.229814,Phi-3-Mini-4K-Instruct-June-24,1067,70.12%,Exact variant match; Same model family,153,Microsoft,YES
openai/o4-mini,OpenAI: o4 Mini,YES,"OpenAI o4-mini is a compact reasoning model in the o-series, optimized for fast, cost-efficient performance while retaining strong multimodal and agentic capabilities. It supports tool use and demonstrates competitive reasoning and coding performance across benchmarks like AIME (99.5% with Python) and SWE-bench, outperforming its predecessor o3-mini and even approaching o3 in some domains.

Despite its smaller size, o4-mini exhibits high accuracy in STEM tasks, visual problem solving (e.g., MathVista, MMMU), and code editing. It is especially well-suited for high-throughput scenarios where latency or cost is critical. Thanks to its efficient architecture and refined reinforcement learning training, o4-mini can chain tools, generate structured outputs, and solve multi-step tasks with minimal delay—often in under a minute.",200000,2.2,8.8,YES,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:12.929791,,,,No confident match found,,,NO
openai/o4-mini-high,OpenAI: o4 Mini High,YES,"OpenAI o4-mini-high is the same model as [o4-mini](/openai/o4-mini) with reasoning_effort set to high. 

OpenAI o4-mini is a compact reasoning model in the o-series, optimized for fast, cost-efficient performance while retaining strong multimodal and agentic capabilities. It supports tool use and demonstrates competitive reasoning and coding performance across benchmarks like AIME (99.5% with Python) and SWE-bench, outperforming its predecessor o3-mini and even approaching o3 in some domains.

Despite its smaller size, o4-mini exhibits high accuracy in STEM tasks, visual problem solving (e.g., MathVista, MMMU), and code editing. It is especially well-suited for high-throughput scenarios where latency or cost is critical. Thanks to its efficient architecture and refined reinforcement learning training, o4-mini can chain tools, generate structured outputs, and solve multi-step tasks with minimal delay—often in under a minute.",200000,2.2,8.8,YES,$$,NO,NO,YES,,2025-05-07 21:34:51.563806,2025-05-24 16:59:12.429785,,,,No confident match found,,,NO
opengvlab/internvl3-14b:free,OpenGVLab: InternVL3 14B (free),YES,"The 14b version of the InternVL3 series. An advanced multimodal large language model (MLLM) series that demonstrates superior overall performance. Compared to InternVL 2.5, InternVL3 exhibits superior multimodal perception and reasoning capabilities, while further extending its multimodal capabilities to encompass tool usage, GUI agents, industrial image analysis, 3D vision perception, and more.",32000,,,YES,,YES,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:05.129921,,,,No confident match found,,,NO
opengvlab/internvl3-2b:free,OpenGVLab: InternVL3 2B (free),YES,"The 2b version of the InternVL3 series, for an even higher inference speed and very reasonable performance. An advanced multimodal large language model (MLLM) series that demonstrates superior overall performance. Compared to InternVL 2.5, InternVL3 exhibits superior multimodal perception and reasoning capabilities, while further extending its multimodal capabilities to encompass tool usage, GUI agents, industrial image analysis, 3D vision perception, and more.",32000,,,YES,,YES,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:05.329766,,,,No confident match found,,,NO
